รหัสทัวร์,จำนวนลูกค้า หัก หนท.,ยอดเบิก
ITTFUVZ25122675,2,100
ITTFUVZ25122844,6,300
MCPKXVZ25071101,17,850
QECANTG0925PP,9,450
QEINCYIH251022,17,850
SBTCGO5NCGODD250220,18,900
SBTCGO5NCGODD250227,14,700
SBTCGO5NCGODD250301,13,650
SBTCGO5NCGODD250315TR,16,800
SBTCGO5NCGODD250320,21,1050
SBTCGO5NCGODD250322,24,1200
SBTCGO5NCGODD250327TK,25,1250
SBTCGO5NCGODD250329,14,700
SBTCGO5NCGODD250403,13,650
SBTCGO5NCGODD250405,20,1000
SBTCGO5NCGODD250410,23,1150
SBTCGO5NCGODD250412A,23,1150
SBTCGO5NCGODD250412B,24,1200
SBTCSX4NCSXFD250411A,31,1550
SBTCSX4NCSXFD250411B,18,900
SBTCSX4NCSXFD250412A,29,1450
SBTCSX4NCSXFD250412B,19,950
SBTCSX4NCSXVZ250101A,20,1000
SBTCSX4NCSXVZ250105B,8,400
SBTCSX4NCSXVZ250226A,9,450
SBTCSX4NCSXVZ250312A,14,700
SBTCSX4NCSXVZ250319A,19,950
SBTCSX4NCSXVZ250404A,17,850
SBTCSX4NCSXVZ250411A,19,950
SBTCSX4NCSXVZ250413A,19,950
SBTCSX4NCSXVZ250417A,26,1300
SBTCSX5NCSXSL250423,21,1050
SBTHRB4NHRBCA250109,7,350
SBTHRB4NHRBCA250212,13,650
SBTHRB4NHRBCA250213,21,1050
SBTKMG5NKMGMU250226,25,1250
SBTKMG5NKMGMU250328,23,1150
SBTNNG3NNNGDD250411,23,1150
SBTTFU3NTFUFD250328,19,950
SBTTFU3NTFUFD250403,29,1450
SBTTFU3NTFUFD250404,29,1450
SBTTFU3NTFUFD250405,26,1300
SBTTFU3NTFUFD250424,19,950
SBTTFU3NTFUFD250430,28,1400
SBTTFU3NTFUFD250508,29,1450
SBTTFU3NTFUFD250509,29,1450
SBTTFU3NTFUFD250530,19,950
SBTTFU3NTFUFD250531,19,950
SBTXIY5NXIYSL250418,9,450
SHCTUTG25102324,3,150
SHDCANCZ2511121,3,150
SHDCANCZ2512101,4,200
SHDCGQCA251219B1,5,250
SHDCTUTG2510201,1,50
SHDCTUTG2511081,13,650
SHDKMGMU25041324,9,450
SHDKMGMU2510129,1,50
SHDKMGMU68042328,1,50
SHDKMGMU68052028,1,50
SHDKMGTG2504126,1,50
SHDKMGTG2504127,11,550
SHDKMGTG2504137,4,200
SHDKMGTG2510189,1,50
SHDNNGGX250412G2,2,100
SHDPEKCA2502208,2,100
SHDPEKCA2502209,1,50
SHDPEKCA2504119,7,350
SHDPEKCA2504138,15,750
SHDPEKCA2504139,5,250
SHDPEKCA2504148,3,150
SHDPEKCA2504189,3,150
SHDPEKCA2505219,3,150
SHDPEKCA2509170,1,50
SHDPEKCA2510150,10,500
SHDPEKCA2510190,1,50
SHDPEKCA2510230,4,200
SHDPEKCA2511050,2,100
SHDPEKCA2511190,3,150
SHDPEKCA2512030,3,150
SHDPEKCA2512240,2,100
SHDPEKFD2510151,5,250
SHDPEKFD2511071,4,200
SHDPEKFD2512241,1,50
SHDPEKFD2512271,2,100
SHDPEKFD2512301,1,50
SHDPEKTG25040115,10,500
SHDPVGCA2512297,2,100
SHDPVGFM25112622,4,200
SHDPVGFM25121722,4,200
SHDPVGFM25122422,1,50
SHDTFUCA2501043,1,50
SHDTFUCA2503187,1,50
SHDTFUCA2504014,12,600
SHDTFUCA2504084,1,50
SHDTFUCA2504144,6,300
SHDTFUCA2510174,7,350
SHDTFUCA2512255,3,150
SHDTFUCA2512275,2,100
SHDTFUMU2502223,1,50
SHDTFUMU2503083,1,50
SHDTFUMU2512125,6,300
SHDTFUSL2506064,3,150
SHDTFUSL2510208,11,550
SHDTFUSL2510248,3,150
SHDTFUSL2511195,2,100
SHDTFUSL2511198,2,100
SHDTFUTG2504110,3,150
SHDTFUTG2504120,5,250
SHDTFUTG2504130,4,200
SHDTFUTG2510163,8,400
SHDTFUTG2510232,1,50
SPCKG3U250904Q3.1,1,50
SPCKGG5251010Q4.1,1,50
SPCKGG5251015Q4.1,2,100
SPCKGG5251026Q4.1,10,500
SPHGHSL25092619,5,250
SPHGHSL25101819,3,150
SPTFUEU25121104,7,350
SPTSNSL25111201,2,100
SPURCUQ251012J07,3,150
TTNKMG8L25011501,1,50
TTNKMG8L25030201,2,100
TTNKMG8L25030902,3,150
TTNKMG8L25032002,7,350
TTNKMG8L25042403,3,150
TTNKMG8L25051303,1,50
TTNKMG8L25070203,1,50
TTNKMG8L25101903,1,50
TTNKMG8L25102203,1,50
TTNKMGFD25101725,0,0
TTNKMGFD25122825,4,200
TTNKMGKY25041104,2,100
TTNKMGKY25041204,2,100
TTNKMGKY25052104,5,250
TTNKMGKY25053004,1,50
TTNKMGKY25061104,1,50
TTNKMGKY25062504,1,50
TTNKMGKY25091305,2,100
TTNKMGKY25091806,7,350
TTNKMGKY25092005,0,0
TTNKMGKY25101705,4,200
TTNKMGKY25101806,5,250
TTNKMGKY25102106,6,300
TTNKMGKY25102705,2,100
TTNKMGKY25110525,1,50
TTNKMGKY25110806,14,700
TTNKMGKY25111225,3,150
TTNKMGKY25112506,5,250
TTNKMGKY25112906,1,50
TTNKMGKY25120206,1,50
TTNKMGKY25120406,6,300
TTNKMGKY25120525,1,50
TTNKMGKY25120708,6,300
TTNKMGKY25121025,2,100
TTNKMGKY25121106,1,50
TTNKMGKY25121606,1,50
TTNKMGKY25122006,1,50
TTNKMGKY25122506,3,150
TTNKMGKY25122706,7,350
TTNKMGKY25122825,2,100
TTNKMGKY26010106,9,450
TTNKWEAQ25080525,1,50
TTNKWEAQ25102825,1,50
TTNKWEAQ25111825,1,50
TTNKWEAQ25112525,1,50
TTNPKXVZ25040301,3,150
TTNPKXVZ25041501,8,400
TTNPKXVZ25042401,1,50
TTNPKXVZ25052004,2,100
TTNPKXVZ25090603,1,50
TTNPKXVZ25092001,2,100
TTNPKXVZ25122805,3,150
TTNPKXVZ25123105,2,100
TTNTFU3U25110705,1,50
TTNTFU3U25120806,1,50
TTNTFU3U25121306,1,50
TTNTFU3U25122006,3,150
TTNTFU3U25122109,5,250
TTNTFU3U25122205,1,50
TTNTFU3U2512275,3,150
TTNTFU3U2512295,3,150
TTNTFU3U25123009,1,50
TTNTFU3U251230825,1,50
TTNTFU3U25123109,2,100
TTNTFUCA25031701,3,150
TTNTFUCA25032301,4,200
TTNTFUCA25082603,5,250
TTNTFUCA25101602,5,250
TTNTFUCA25101702,1,50
TTNTFUCA25102502,1,50
TTNTFUCA25103002,8,400
TTNTFUEU25101401,2,100
TTNTFUEU25101802,1,50
TTNTFUEU25111302,1,50
TTNTFUEU25123001,6,300
TTNTFUSL25060601,0,0
TTNTFUSL25062001,5,250
TTNTFUSL25072501,4,200
TTNTFUSL25091301,2,100
TTNTFUSL25101225,8,400
TTNTFUSL25101525,7,350
TTNTFUSL25102102,16,800
TTNTFUSL25102302,1,50
TTNTFUSL25102702,7,350
TTNTFUSL25110125,3,150
TTNTFUSL25112402,1,50
TTNTFUSL25120325,3,150
TTNTFUSL25120625,8,400
TTNTFUSL25120725,6,300
TTNTFUSL25121602,1,50
TTNTFUSL25121802,1,50
TTNTFUSL25122002,6,300
TTNTFUSL25122125,4,200
TTNTFUSL25122402,7,350
TTNTFUSL25122602,1,50
TTNTFUSL25122802,1,50
TTNTFUVZ2501014,7,350
TTNTFUVZ25010807,1,50
TTNTFUVZ2502214,1,50
TTNTFUVZ25030801,5,250
TTNTFUVZ25031301,1,50
TTNTFUVZ25041101,10,500
TTNTFUVZ25042201,1,50
TTNTFUVZ25051001,3,150
TTNTFUVZ25051601,1,50
TTNTFUVZ25051602,1,50
TTNTFUVZ25052401,3,150
TTNTFUVZ25052902,1,50
TTNTFUVZ25053103,1,50
TTNTFUVZ25061901,1,50
TTNTFUVZ25061902,2,100
TTNTFUVZ25071002,1,50
TTNTFUVZ25071203,7,350
TTNTFUVZ25071903,1,50
TTNTFUVZ25090204,1,50
TTNTFUVZ25091604,3,150
TTNTFUVZ25091703,3,150
TTNTFUVZ25092003,2,100
TTNTFUVZ25101104,1,50
TTNTFUVZ25101204,6,300
TTNTFUVZ25101504,1,50
TTNTFUVZ25101604,3,150
TTNTFUVZ25101804,6,300
TTNTFUVZ25101904,3,150
TTNTFUVZ25102204,5,250
TTNTFUVZ25102304,17,850
TTNTFUVZ25102805,2,100
TTNTFUVZ25103105,8,400
TTNTFUVZ25110605,2,100
TTNTFUVZ25111105,1,50
TTNTFUVZ25111125,8,400
TTNTFUVZ25112705,6,300
TTNTFUVZ25120205,3,150
TTNTFUVZ251202625,2,100
TTNTFUVZ251230625,4,200
TTNTFUVZ26010125,3,150
TTNURCFM25040501,3,150
TXTFUSL25040901,3,150
TXTFUVZ25122402,1,50
XTLXA8L25120502,1,50
ZGCKG3U25120326,3,150
ZGCKG3U25122226,8,400
ZGCKGFD25041104,2,100
ZGCKGFD25053104,1,50
ZGCKGFD25102304,1,50
ZGCKGFD25102414,3,150
ZGCKGFD25102514,9,450
ZGKMG8L25010707,1,50
ZGKMG8L25030707,3,150
ZGKMG8L25031306,11,550
ZGKMG8L25040104,5,250
ZGKMG8L25041204,6,300
ZGKMGKY25010202,2,100
ZGKMGKY25012011,5,250
ZGKMGKY25022021,1,50
ZGKMGKY25022221,4,200
ZGKMGKY25022721,11,550
ZGKMGKY25030603,3,150
ZGKMGKY25030821,1,50
ZGKMGKY25031510,4,200
ZGKMGKY25032003,3,150
ZGKMGKY25040308,1,50
ZGKMGKY25040311,4,200
ZGKMGKY25041008,4,200
ZGKMGKY25041208,2,100
ZGKMGKY25041211,3,150
ZGKMGKY25041508,1,50
ZGKMGKY25041908,6,300
ZGKMGKY25042408,1,50
ZGKMGKY25050108,1,50
ZGKMGKY25050312,0,0
ZGKMGKY25051012,1,50
ZGKMGKY25053112,1,50
ZGKMGKY25070308,1,50
ZGKMGKY25072623,2,100
ZGKMGKY25080923,5,250
ZGKMGKY25100928,3,150
ZGKMGKY25101608,1,50
ZGKMGKY25102313,1,50
ZGKMGKY25110625,2,100
ZGKMGKY25110716,3,150
ZGKMGKY25112734,2,100
ZGKMGKY25112934,1,50
ZGKMGKY25120225,1,50
ZGKMGKY25120235,3,150
ZGKMGKY25120332,5,250
ZGKMGKY25120434,1,50
ZGKMGKY25120532,10,500
ZGKMGKY25120925,6,300
ZGKMGKY25120935,2,100
ZGKMGKY25121232,1,50
ZGKMGKY25121334,1,50
ZGKMGKY25121734,0,0
ZGKMGKY25121828,2,100
ZGKMGKY25121932,6,300
ZGKMGKY25122632,4,200
ZGKMGKY25122725,3,150
ZGKMGKY25122932,0,0
ZGKMGKY25123132,0,0
ZGKMGMU25030607,1,50
ZGKMGMU25102424,4,200
ZGKMGMU25122929,3,150
ZGKMGMU25123131,3,150
ZGKMGTG25021210,1,50
ZGKMGTG25031910,3,150
ZGPEKHU25031406,4,200
ZGPEKHU25032007,5,250
ZGPEKVZ25102213,1,50
ZGPEKVZ25110513,5,250
ZGPEKVZ25112513,1,50
ZGPEKVZ25121713,1,50
ZGPEKVZ25123113,8,400
ZGPKXVZ25022102,4,200
ZGPKXVZ25030503,1,50
ZGPKXVZ25040203,1,50
ZGPKXVZ25040404,3,150
ZGPKXVZ25040901,3,150
ZGPKXVZ25041003,2,100
ZGPKXVZ25041202,4,200
ZGPKXVZ25041404,1,50
ZGPKXVZ25042504,3,150
ZGPKXVZ25050703,2,100
ZGPKXVZ25051603,1,50
ZGPKXVZ25062703,1,50
ZGPKXVZ25070901,3,150
ZGPKXVZ25122814,5,250
ZGTFU3U25010303,1,50
ZGTFU3U25022003,1,50
ZGTFU3U25022703,1,50
ZGTFU3U25030603,1,50
ZGTFU3U25032003,7,350
ZGTFU3U25092042,7,350
ZGTFU3U25100938,11,550
ZGTFU3U25101138,1,50
ZGTFU3U25101938,7,350
ZGTFU3U25102132,1,50
ZGTFU3U25102532,1,50
ZGTFU3U25110645,1,50
ZGTFU3U25111245,3,150
ZGTFU3U25112045,3,150
ZGTFU3U25112645,1,50
ZGTFU3U25120355,1,50
ZGTFU3U25120933,1,50
ZGTFU3U25121352,2,100
ZGTFU3U25121633,5,250
ZGTFU3U25121745,5,250
ZGTFU3U25121833,5,250
ZGTFU3U25122645,3,150
ZGTFU3U25122733,8,400
ZGTFU3U25122745,1,50
ZGTFU3U25122807,0,0
ZGTFU3U25122845,3,150
ZGTFU3U25122945,6,300
ZGTFU9C25102449,1,50
ZGTFUMU25030105,1,50
ZGTFUMU25031605,3,150
ZGTFUMU25041415,4,200
ZGTFUMU25041615,7,350
ZGTFUMU25043015,3,150
ZGTFUMU25050815,1,50
ZGTFUMU25101239,3,150
ZGTFUMU25101839,3,150
ZGTFUSL05041211,4,200
ZGTFUSL25030412,3,150
ZGTFUSL25030620,9,450
ZGTFUSL25031112,1,50
ZGTFUSL25032020,1,50
ZGTFUSL25040112,3,150
ZGTFUSL25040813,2,100
ZGTFUSL25041213,1,50
ZGTFUSL25041513,1,50
ZGTFUSL25041720,1,50
ZGTFUTG25032016,5,250
ZGTFUTG25041409,9,450
ZGTFUVZ25010202,3,150
ZGTFUVZ25010402,1,50
ZGTFUVZ25010919,2,100
ZGTFUVZ25011001,7,350
ZGTFUVZ25011619,0,0
ZGTFUVZ25021119,1,50
ZGTFUVZ25021419,3,150
ZGTFUVZ25022519,1,50
ZGTFUVZ25030102,1,50
ZGTFUVZ25030402,4,200
ZGTFUVZ25030719,10,500
ZGTFUVZ25031119,9,450
ZGTFUVZ25032019,3,150
ZGTFUVZ25040419,1,50
ZGTFUVZ25040508,3,150
ZGTFUVZ25041008,3,150
ZGTFUVZ25041119,8,400
ZGTFUVZ25041208,6,300
ZGTFUVZ25041719,1,50
ZGTFUVZ25041825,3,150
ZGTFUVZ25042319,3,150
ZGTFUVZ25052325,1,50
ZGTFUVZ25053008,2,100
ZGTFUVZ25053119,2,100
ZGTFUVZ25060330,0,0
ZGTFUVZ25062430,4,200
ZGTFUVZ25070830,4,200
ZGTFUVZ25091925,1,50
ZGTFUVZ25100825,1,50
ZGTFUVZ25100925,1,50
ZGTFUVZ25100928,3,150
ZGTFUVZ25101025,5,250
ZGTFUVZ25101128,3,150
ZGTFUVZ25101228,8,400
ZGTFUVZ25101528,4,200
ZGTFUVZ25101628,5,250
ZGTFUVZ25101728,17,850
ZGTFUVZ25101928,20,1000
ZGTFUVZ25102028,11,550
ZGTFUVZ25102128,5,250
ZGTFUVZ25102228,3,150
ZGTFUVZ25102325,1,50
ZGTFUVZ25102328,7,350
ZGTFUVZ25102425,6,300
ZGTFUVZ25102428,15,750
ZGTFUVZ25102528,1,50
ZGTFUVZ25102529,6,300
ZGTFUVZ25102530,4,200
ZGTFUVZ25110435,7,350
ZGTFUVZ25110736,1,50
ZGTFUVZ25111135,1,50
ZGTFUVZ25120434,3,150
ZGTFUVZ25120436,13,650
ZGTFUVZ25120935,2,100
ZGTFUVZ25121836,3,150
ZGTFUVZ25121934,1,50
ZGTFUVZ25122534,3,150
ZGTFUVZ25122536,1,50
ZGTFUVZ25122736,3,150
ZGTFUVZ25122835,8,400
ZGTFUVZ25122934,1,50
ZGTFUVZ25122935,1,50
ZGTFUVZ25122936,6,300
ZGTFUVZ25123136,1,50
ZGTFUVZ26010136,24,1200
ZGTFUVZ26092436,7,350
Grand,42044,2102200
